timestamp,ID,Question
09/10/19 14:48,11962816,"(a) whether the Government has granted scholarships to students under the National Means-cum-Merit Scholarship Scheme and if so, the details thereof; (b) the amount released for all the States including Maharashtra in order to grant scholarship during the last three years and the current year, district-wise; (c) whether some students are yet to be granted scholarships under the said scheme and if so, the reasons therefor and the time by which scholarships are likely to be granted to these students; (d) whether the NMMS and National Scheme for Incentive to the Girl Child are covered under the Direct Benefit Transfer (DBT) scheme and if so, the details thereof, State/UT/district-wise; (e) whether the number of beneficiaries who are provided scholarships directly in their bank accounts are linked to an Aadhaar Number and if so, the details thereof, State/UT-wise; and (f) the time by when all the beneficiaries are likely to be linked under Direct Benefit Transfer (DBT) Scheme ?"
09/10/19 14:48,10053714,"(a) whether the Government has introduced any scheme to rehabilitate and provide monetary relief to rape victims; and  (b) if so, the details thereof?"
09/10/19 14:48,14491313,"(a) whether the National Commission of Women organized a seminar on May 17/18, 2001 to examine and assess the implementation of Iyer Committee_ÑÕ_ës recommendations on custodial justice to the women prisoners in different States;  (b) if so, the main recommendations of the Iyer Committee, the action taken by the Government thereon and the reaction of the National Commission of Women thereto; and  (c) the changes sought to be made in the existing law in the light of Committee_ÑÕ_ës report?"
09/10/19 14:48,21292818,"(a) the number of support shelters for women and children homes constructed in the country, specifically in Delhi during each of the last three years and the current year, State/UT wise;  (b) the source of funding for the construction and maintenance of such projects; and  (c) the funds allocated/released and utilised on these projects during the said period, State/UT wise?"
09/10/19 14:48,10273413,"(a) whether the National Commission for Women has urged the Government to prevent the so-called _ÑÕ_ÕSex Tourism_ÑÕ_ë, the practice by foreign tourists, taking short- term brides; and  (b) if so, the reaction of the Government thereto?"
09/10/19 14:48,12910716,"(a) whether the Union Government has directed Indian Missions abroad not to issue visas to foreigners or overseas citizens of India in case they are surrogate parents;  (b) if so, the details thereof;  (c) the number of such requests received during the last three years; and  (d) the action taken in this regard?"
09/10/19 14:48,15404514,"(a) whether women are the worst victims of development in the absence of a National Policy on Resettlement and Rehabilitation;  (b) if so, details thereof;  (c) whether policies made so far do not accord equal status to the displaced women;  (d) if so, reasons therefore;  (e) whether the National Commission for Women has expressed concern over the status of displaced women;  (f) if so, the details thereof;  (g) whether surveys reveal that 20 million people have been displaced during the last four decades on account of development out of which 75 per cent have not been properly rehabilitated; and  (h) if so, the steps taken by the Government to frame a National Policy on resettlement and Rehabilitation?"
09/10/19 14:48,14568716,"(a) the total number of cases of sexual abuse of women and children registered/ pending in the courts and the steps taken to solve the pending cases during each of the last three years and the current year, State-wise including Uttar Pradesh;  (b) whether the Government has received representations from various women organizations regarding violation of women rights including exploitation and crimes against women;  (c) if so, the details thereof and the total number of such representations received along with the action taken thereon during each of the last three years and the current year, State-wise;  (d) whether the Government has any proposal to introduce a centralised database for convicted persons involved in crimes against women; and  (e) if so, the details thereof?"
09/10/19 14:48,12980413,"(a) the number of persons (educated, uneducated, handicapped men and women, SCs, STs and OBC) registered with each employment exchange during the last three years as on March 31, 2002, State-wise;  (b) the number of said persons provided employment during the said period, State-wise; and  (c) the steps taken by the Government to clear the backlog?"
09/10/19 14:48,13329915,"(a) whether the Government has taken note of video footage of semi-naked Jarawa tribal women allegedly shot by the Andaman and Nicobar police officials in the remote areas of the Islands;  (b) if so, the reaction of the Government thereto;  (c) whether the Andaman and Nicobar Police had approached the National Technical Research Organisation (NTRO) in the matter;  (d) if so, the details thereof; and  (e) whether the Union Government has received any report from the Andaman and Nicobar Administration in this regard and if so, the details thereof and the action taken thereon?"
09/10/19 14:48,11541815,"(a) whether the Union Government has co-ordinated /signed Memorandum of Understanding (MoU) with other countries to prevent and combat trafficking of women and children;  (b) if so, the details thereof; and  (c) the other steps taken/ being taken by the Government in this regard?"
09/10/19 14:48,10980714,"   (a) the State-wise details of mothers not par taking the medical facilities from hospitals or other recognized medical institutes in the country during 2007;  (b) the percentage of birth cases in the traditional methods without coming to hospitals or other recognized institutes during 2006-07, including that of low-weight births during the said period;  (c) whether Government have identified the sections of women not par taking of medical facilities during pregnancy period; and  (d) if so, the reasons therefore and remedial measures contemplated?    "
09/10/19 14:48,13095314,"(a) The top five States popular among domestic tourists and top five States popular among foreign tourists;  (b) Whether the growth in foreign tourists arrival and foreign exchange earned during 2005 as compared to 2004 has shown any progressive figure;  (c) If so, the steps being taken by the Union Government to support the State Governments to ensure the safety/security of foreign as well as domestic tourists particularly the female tourists;  (d) Whether Maharashtra is one of the top five popular States among the foreign as well domestic tourists; and  (e) If so, the specific aid being provided to the State Governments to develop its tourists places to make them more attractive?"
09/10/19 14:48,13033714,"(a) the present strength of the Delhi Police Force, category-wise;  (b) whether the Government proposes to increase the existing strength of the Delhi Police Force to maintain the law and order situation in the capital in the better way;  (c) if so, whether the Government also proposes to increase the women officers in the proposed expansion of Delhi Police Force;  (d) if so, the details thereof; and  (e) if not, the reasons therefor?"
09/10/19 14:48,10889613,"(a) whether it is a fact that there has been rise in the cases of `crime against women` particularly in the East District, Delhi - under different Police Stations;  (b) if so, the factors responsible therefor alongwith details of the cases of crime against women registered under the aforesaid Police District during the year 2002, Police Station-wise;  (c) the number of cases out of the above cases which were transferred to those Police Stations by the Crime Branch of the Delhi Police;  (d) the number of such cases disposed of, Police Station-wise;  (e) the details of the cases in the Shakarpur Police Station transferred from the crime Branch of Delhi Police which are still pending including case No. 350 dated 7th August, 2002;  (f) whether it is also a fact that due to collusion of some of the police officials of the said police station with the perpetrators of the crime against women, or their leniency no conclusive action has been taken in such cases registered there;  (g) if so, the details in this regard, case-wise; and  (h) the action being taken to finalise those pending cases at the earliest and in accordance with the exact provisions of the relevant laws?"
09/10/19 14:48,15503313,"to the reply given to Starred Question No. 148 on November 29, 2000 and state;  (a) the number of contractual appointment of anesthetics and specialists made by the State Governments, State-wise, during the last three years;  (b) the number of existing Auxiliary Nurses /Midwives on contract basis and the additional staff proposed to be appointed;  (c) the steps to be taken to provide medicines and other essential material to the Primary Health Centres;  (d) whether the Government propose to provide adequate funds to the State Governments for the effective functioning of the Primary Health Centres;  (e) if so, the amount earmarked for each State during the current financial year;  (f) whether the Government also propose to make it obligatory standard passing medical courses to do six months compulsory service in Primary Health Centres before awarding the degree; and  (g) if not, the reasons therefor?"
09/10/19 14:48,10109416,"Will the Minister of HEALTH AND FAMILY WELFARE be pleased to state:  (a) whether women are exposed to risks in Caesarian deliveries, if so, the details thereof;  (b) whether Government is taking measures to spread awareness regarding the risks associated with Caesarian deliveries, if so, the details thereof;  (c) whether measures have been taken to ensure that hospitals and doctors give adequate and correct information on normal and C- Section deliveries and if so, the details thereof;  (d) whether antibiotics prescribed to women before Caesarian deliveries disrupt the immune system of the newborn, if so, the details thereof; and  (e) whether the Government intends to regulate such operation to prevent the prescriptions of such drugs, if so, the details thereof?"
09/10/19 14:48,12299716,"Will the Minister of HEALTH AND FAMILY WELFARE be pleased to state:  (a) the salient features of the immunization programme, Mission Indradhanush;  (b) whether the Government has received any proposals from States to include some more vaccines under the mission, if so, the details thereof and the action taken thereon;  (c) whether the Government has assessed the achievements made under the said programme, if so, the details and the outcome thereof; and  (d) whether the Government proposes to run the programme on regular basis and also integrate it with the vaccination programme for pregnant women for safeguarding mother and child from diseases, if so, the details thereof and the steps taken in this regard?"
09/10/19 14:48,15543815,"(a) whether deaths of girls due to vaccination by some of the Non Government Organisations, without obtaining the consent of their parents, have been reported from some States including Andhra Pradesh;  (b) if so, the facts and details in this regard;  (c) whether the Government has inquired into the matter;  (d) if so, the findings thereof; and  (e) the steps taken against those found guilty and also to check occurrence of such cases in future?"
09/10/19 14:48,21307318,"(a) whether the Government has developed a Standard Operating Procedure for tracing of missing women and their rehabilitation after recovery; and (b) if so, the details thereof?"
09/10/19 14:48,16621413,"(a) whether the Government have any scheme to construct hostels for the working women especially for the Scheduled Castes/Scheduled Tribes and Tribal women:  (b) if so, the number of such hostels constructed during the last three years and the amount of grant sanctioned for the prupose, State-wise and location-wise; and  (c) the number of such hostels proposed to be sanctioned in each State during the current year?"
09/10/19 14:48,15446915,"(a) whether the Government has assessed the results of various measures adopted so far to control the population in the country;  (b) if so, the details thereof and if not, the reasons therefor;  (c) whether the population control programme has resulted into skewed sex ratio in the country;  (d) if so, the details thereof; and  (e) the steps taken/proposed by the Government for the promotion of birth of girl child and incentives given by the Government to the families of the girl child?"
09/10/19 14:48,12529415,"(a) whether women remain under-represented in the State Police Forces;  (b) if so, the current strength of women personnel in the State Police Forces and the reasons for their under-representation, State-wise and Rank-wise;  (c) whether the Union Government has issued any advisory to the State Governments for raising the representation of women in the State Police Forces;  (d) if so, the details thereof and the reaction of the State Governments thereto; and  (e) the details of the other steps being taken to encourage the recruitment of women so as to increase their representation in the State Police Forces alongwith the achievements?"
09/10/19 14:48,12864013,"(a) whether the Government have received any complaints from women employees against the officers regarding sexual exploitation during the last two years;  (b) if so, the details thereof, State-wise;  (c) the action taken by the National Commission for Women against whom the complaints regarding sexual exploitation by Government officers have been received by women employees during the last two years;  (d) the number of officers of the Deputy Secretary Rank and above against whom the cases were proved; and  (e) the steps proposed to be taken by the Government to check recurrence of such incidents?"
09/10/19 14:48,10059816,"(a) the target set and achieved by the Government for development of skill and entrepreneurship since its inception;  (b) whether any monitoring mechanism is in place so that the allocated money for the scheme may not be misused and if so, the details thereof and if not the reasons therefor;  (c) whether the Government has assessed the skilled manpower requirement for different sectors and if so, the details thereof;  (d) whether the Government has developed new schemes to support rural uneducated women and young entrepreneurs and if so, the details thereof; and  (e) whether the Government intends to create more jobs and ensure that training leads to a hassle free transition into jobs and is also planning to release a definition of skills in line with international standards?"
09/10/19 14:48,16464313,"(a) whether rape victims are examined by doctors particularly in rural areas unless Police forward the case to them;  (b) if so, the details of guidelines issued by the Government to doctors in such cases; (  (c) if not, the reasons therefore;  (d) whether Supreme Court has recorded recently its strong disapproval of the practice of doctors in such cases; and  (e) if so, the steps being taken by the Government to issue instructions to doctors to examine the rape victims even without referring the case by Police?"
09/10/19 14:48,12106216,"Will the Minister of HEALTH AND FAMILY WELFARE be pleased to state:  (a) whether the Government is aware that India has one of the highest Infant and Maternal Mortality rate;  (b) if so, the details of the child and maternal mortality rates in the urban and rural areas during the last three years, State/UT-wise including Gujarat, Maharashtra and Madhya Pradesh;  (c) whether the Government has ascertained the reasons for Infant and maternal mortality, if so, the details thereof;  (d) whether the declining trend of the above mortality rates have been good in some States/UTs and slow in others seriously undermining the achievement of targets of reducing Under Five Mortality Rate and broader target of Millennium Development Goal (MDG), if so, the details thereof; and  (e) the steps taken by the Government to reduce Infant and Maternal Mortality rate including monitoring mechanism in place to check its effective implementation along with funds allocated for the purpose during the last three years, State/UT-wise?"
09/10/19 14:48,12288614,"(a) whether the sale and purchase of sperms and ovule are unethical trading in the name of surrogate mother by the clinics engaged in artificial reproduction work;  (b) the details of clinics engaged in the artificial reproduction work as on date, State-wise;  (c) whether the Government proposes to enact any law to check such practice in this regard;  (d) if so, whether the Government has asked Indian Council for Medical Research for formulating guidelines for such clinics; and  (e) if so, the details in this regard ?"
09/10/19 14:48,10797716,"(a) whether the Government has any statistics regarding number of attacks on women in flights;  (b) if so, the details of such incidents reported during the last three years and the current year, year-wise;  (c) whether the Government has taken any action in this regard; and  (d) if so, the details thereof in each such case?"
09/10/19 14:48,16265013,"(a) whether due to the prevailing poor service conditions and other facilities available to Indian Armed Forces, bright young men are not coming in more number to join the Forces keeping in view the wider opportunities available in the private sector due to globalisation of economy;  (b) if so, whether any task force has been appointed by the Government to study the matter in depth and to evaluate further the pay-scales, facilities and other opportunities to the bright young men and women to attract them to Indian Armed Forces, particularly in the Commissioned ranks to strengthen position of our Armed Forces; and  (c) if so, the details thereof?"
09/10/19 14:48,2833418,"Will the Minister of ELECTRONICS AND INFORMATION TECHNOLOGY be pleased to state:  (a) Whether the Government plans to make it mandatory for the mobile phones to have panic buttons to protect the women and children in distress; (b) if so, the details thereof; (c) whether the Government has taken up the issue with the Ministry of Communications in this regard; and (d) if so, the details thereof?"
09/10/19 14:48,14605615,"(a) whether the Government has provided commando training to women personnel of Delhi Police to tackle the law and order situation in the National Capital Territory of Delhi;  (b) if so, the details thereof alongwith the total number of women trained during each of the last three years and the current year, rank-wise;  (c) whether the Government has any proposal to provide such training to women police personnel of other States; and  (d) if so, the details thereof?"
09/10/19 14:48,12890615,"(a) whether the Government has made any assessment regarding the status of women farmers in the country;  (b) if so, the details thereof indicating the number of women farmers, State-wise;  (c) whether the Government proposes to initiate programmes for empowerment and upliftment of women farmers and to support them by way of self-help groups;  (d) so, the details thereof alongwith the proposals received from the State Governments for their empowerment; and  (e) the action being taken by the Government in this direction?"
09/10/19 14:48,11595615,"(a) whether the United Nations (UN) has recently termed rape and molestation as a national problem of India;  (b) if so, the details thereof and the reaction of the Government thereto; and  (c) the remedial measures taken by the Government in this regard?"
09/10/19 14:48,14928215,"(a) whether several crimes against girls hailing from the North-Eastern Region have been reported in the National Capital Territory of Delhi;  (b) if so, the total number of such cases reported during each of the last three years and the current year, crime-wise including molestation;  (c) the total number of accused arrested and the action taken against them during the said period; and  (d) the steps taken by the Government to prevent such crimes in future?"
09/10/19 14:48,14625015,"(a) whether the recruitment of women in the three services of armed forces is as per the sanctioned strength;  (b) if so, the details thereof;  (c) whether the Government has received any direction from the Supreme Court regarding permanent commission for women in the army;  (d) if so, whether the Government proposes to introduce this; and  (e) if so, the details thereof?"
09/10/19 14:48,14786213,"(a) the number of agricultural farmers committed suicide, sold their children and women folks in various States, particularly in Andhra Pradesh and Tamil Nadu during each of the last three years till February 2001, district-wise;  (b) whether any study has been conducted to find out the reasons for such incidents either at Union or State level;  (c) if so, the findings of the study; and  (d) if not, the reasons therefor and the action taken/proposed to be taken by the Government to help the farmers to overcome their financial and other related problems?"
09/10/19 14:48,13858915,"(a) whether new born babies are stolen from a number of Government hospitals in the country;  (b) if so, the details thereof, State/ UT-wise;  (c) whether the Government has conducted any inquiry in this regard and the details of the findings thereof;  (d) the details of the arrangements for monitoring children in the ladies wards and their fool-proof security in hospitals; and  (e) the action taken against the staff in case of negligence leading to babies thefts?"
09/10/19 14:48,12695715,"(a) whether giving colostrum to newborns is not commonly practised and also most of the mothers do not feed water to their infants before six months in the country;  (b) if so, the details thereof; and  (c) the steps taken by the Government to launch a campaign to create awareness among mothers in this regard?"
09/10/19 14:48,11310715,"(a) whether the National Legal Services Authority (NALSA) is functioning in the country;  (b) if so, the number of people benefited by legal assistance services in the country during the last three years and the current year, State/UT-wise;  (c) the number of Scheduled Castes/Scheduled Tribes and women benefited by these services;and  (d) the steps taken by the Government to popularise NALSA among people particularly in the rural areas?"
09/10/19 14:48,12628716,"Will the Minister of HEALTH AND FAMILY WELFARE be pleased to state:  (a) whether rate of birth of male children is increasing every year as compared to female in various States;  (b) if so, the details thereof, State/UTwise; and  (c) the effects of this trend on development of States, if any?"
09/10/19 14:48,10149116,"(a) whether the Government proposes to reduce the prescribed age limit for widows from 40 years to 18 years under Indira Gandhi National Widow Pension Scheme (IGNWPS);  (b) if so, the details thereof and the time-frame for the same; and  (c) if not, the reasons therefor?"
09/10/19 14:48,11550515,"(a) whether the number of incidents of crime against tourists, particularly against foreign tourists have been on the rise during the last three years and the current year in the country;  (b) if so, the details thereof indicating the number of such incidents reported during the aforesaid period, State/UT-wise;  (c) whether the Government has put in place a Code of Conduct for Safe and Honourable Tourism` to strengthen safety for the tourists;  (d) if so, the implementation/compliance status thereof by various stakeholders;  (e) whether the Government also proposes to open a guide centre for foreign tourists and provide female guide to single woman foreign tourist; and  (f) if so, the details thereof along with the other measures taken by the Government for the safety of tourists in the country?"
09/10/19 14:48,11568413,"(a) the present status of Balika Samridhi Yojana in Andhra Pradesh;  (b) whether the Government have taken any steps to publicise this Yojana in that State and in rest of the country; and  (c) if so, the details thereof?"
09/10/19 14:48,14669513,(a) the details in regard to education/training imparted for adopting new techniques in agriculture to the women in rural areas of Bihar and Jharkhand;  (b) the agencies through which the said training is imparted; and  (c) the extent of support this scheme has received from the said States?
09/10/19 14:48,13171516,"(a) whether Government has taken note of a recent judgement of Kerala High Court wherein the Court held that a deserted mother does not need husbandÈs consent for her childÈs passport;  (b) if so, the details thereof;  (c) the response of Union Government thereto;  (d) whether the Government proposes to make necessary changes in the Passport Rules on the basis of this judgement; and  (e) if so, the details in this regard?"
09/10/19 14:48,16723113,"(a) whether under the national mid-day meal scheme the Government propose to ensure that only cooked food and not grain is distributed to school children;  (b) whether there is any Central Government scheme for providing kitchen and Kitchen staff for schools covered by the scheme;  (c) whether Government have launched any studies to estimate the linkage between the availability of mid-day meals, attendance by girls at schools and the consequent fall in fertility rates, as in Tamil Nadu; and  (d) if so, the details thereof?"
09/10/19 14:48,21622817,"(a) whether it is a fact that about forty per cent of the listed National Stock Exchange (NSE) companies do not have an independent women director;  (b) if so, the details thereof;  (c) whether it is a fact that a Government panel has recommended the appointment of one independent women director in the listed companies; and  (d) if so, the details thereof and whether the Government has taken any decision in this regard?"
09/10/19 14:48,12437415,"(a) the details of the drop out rate after the implementation of the Right to Education Act, 2009, State-wise and gender-wise;  (b) whether the drop out rate is mainly amongst the girls due to non-availability of toilets in the schools; and  (c) if so, the details thereof and the remedial steps taken/being taken by the Government in this regard?"
09/10/19 14:48,2393918,"(a) whether the Union Government has received any proposal from the States to review old age pension and widow pension and if so, the details thereof;  (b) the details of the proposals received during each of the last three years, State/UT-wise;  (c) whether the Government proposes to amend the old age pension and widow pension schemes;  (d) if so, the details thereof; and  (e) the quantum of funds provided as assistance by the Union Government along with the number of beneficiaries under the old age pension and widow pension schemes, State/UT-wise?"
09/10/19 14:48,15208816,"(a) whether the Government is planning to implement a new scheme for girl child by embarking upon a small savings instrument to cater to their requirements of education and marriage; and  (b) if so, the details including the salient features of the scheme?"
09/10/19 14:48,11605816,"(a) whether the Government has any proposal for construction of hostels for Scheduled Castes boys and girls in the current year;  (b) if so, the details and present status, category and location/State-wise including Madhya Pradesh; and  (c) the funds sanctioned/released for the purpose, State-wise?"
09/10/19 14:48,13629113,"(a) the salient feature of the centrally sponsored schemes viz. (i) Rehabilitation of Bonded Labour (ii) Equipment Modernisation and Maintenance (iii) Introduction of trades in Industrial Training Institutes (iv) Setting up of new women Wing and (v) Management Information System;  (b) the criteria for allocating funds under each scheme to the States and corresponding Central share; and  (c) the details of proposals received, funds released and utilised by the States during the last three years, State-wise?"
09/10/19 14:48,15377616,"(a) the total number of girls who are receiving primary and secondary school education in the country as on date, State-wise;  (b) the present boy-girl ratio receiving the said education, State-wise;  (c) whether adequate measures for safety and security for girl students have been ensured; and  (d) if so, the details in this regard?"
09/10/19 14:48,11053315,"(a) whether the Government has listed the standard operative procedure to identify circumstances of female hyperandrogenism which render sports persons ineligible to compete as female athletes;  (b) if so, the details thereof;  (c) whether the Government has formulated any guidelines regarding the criteria adopted for the test; and  (d) if so, the details thereof along with the conditions in which the conduct of this test is necessary?"
09/10/19 14:48,11312315,"(a) whether at the work place where the work under the Mahatma Gandhi National Rural Employment Guarantee Scheme (MGNREGS) is being carried out, there is lack of creche facilities for mothers with toddlers and also sanitation facilities for both men and women in some States;  (b) if so, the details thereof and the reasons therefor State/UT-wise; and  (c) the steps taken/being taken by the Government to redress the said problems?"
09/10/19 14:48,11377916,"(a) whether it is a fact that the Government proposes an elaborate scheme for construction of high school buildings and girls hostels in the country; (b) if so, the details thereof including the total amount to be spent on the above scheme and the location of high school buildings along with the girls'' hostels; and (c) the criteria to be adopted by the Government for allocation of amount to State/UT-wise?"
09/10/19 14:48,12624915,"(a) whether farmers particularly women who have taken loan from Primary Agricultural Cooperative Societies (PACS)/Self Help Groups/Joint Liability Groups (JLGs) are eligible for relief measures under agriculture loan debt waiver;  (b) if so, the details of financial relief given and number of farmers benefitted during the last three years, year-wise/State-wise/relief-wise  (c) if not, the reasons therefor;  (d) whether the Government is having any proposal to include such farmers for getting debt relief in 12th Five Year Plan; and  (e) if so, the details thereof?."
09/10/19 14:48,16625415,"(a) whether South Western Railways have developed a special interactive teaching tool for the railway gangmen and women responsible for track maintenance;  (b) if so, the details thereof;  (c) the number of railway accidents took place in which illiteracy and ignorance of gangmen noticed during each of the last three years, zone-wise; and  (d) the extent to which such teaching tool will be helpful to bring awareness among such illiterate railway gangmen and women?"
09/10/19 14:48,12581416,"(a) the norms and procedures followed to identify the beneficiaries under National Food Security Act; (b) the action plan formulated by the Government to ensure proper and impartial implementation of National Food Security Act; and (c) whether any improvement in the standard of nutrition of the poor people particularly the children and women have been noticed after the implementation of the Act and if so, the details thereof?"
09/10/19 14:48,10112416,"Will the Minister of HEALTH AND FAMILY WELFARE be pleased to state:  (a) whether the construction of Cancer Centre, Emergency Block, OPD Block, IPD Block and Academic Block located in Lady Harding Medical College New Delhi which was to be completed in the year 2014 is still incomplete;  (b) the percentage of work out of the said construction work remaining to be completed and the time by which the Ministry proposes to complete the same; and  (c) the details thereof?"
09/10/19 14:48,10207514,"(a) the present status of Adolescent Education Programme (AEP) and its salient features;  (b) the names of the States/Union Territories which are not implementing the AEP;  (c) whether the Government has conducted any review of the AEP;  (d) if so,the outcome of the review; and  (e) the provisions made for arranging classes for boys and girls separately and by same genders for the AEP?"
09/10/19 14:48,10657315,"(a)the percentage of women among the total number of workers employed in both the organised and unorganised sectors in the country;  (b)the details of the steps taken by the Government to implement the Equal Remuneration Act of 1976, especially with respect to women both in the urban and rural areas;  (c)whether the Government is considering to set up a commission to study the conditions of women with regard to their labour participation and employability in various sectors in the country including industries;  (d)if so, the details thereof; and  (e)if not, the reasons therefor?"
09/10/19 14:48,21151218,"(a) the details of the schemes/loans available for Women, Girls and Child Development under Rashtriya Mahila Kosh (RMK) across the country and the funds allocated/disbursed thereunder/during each of the last three years and current year, State/UT-wise; and  (b) the details of loan sanctioned to the State of Andhra Pradesh and other States/UTs under RMK during the said period, State/UT-wise?"
09/10/19 14:48,16760315,"(a) whether the Government has received complaints concerning Indian women trapped in alleged fraudulent NRI marriages;  (b) if so, the details of such cases reported during the last one year, State-wise and the action taken by the Government thereon; and  (c) the measures taken by the Government to address the issue?"
09/10/19 14:48,12481415,"(a) whether the Government has taken note of a recent report of the United Nations which attributes various factors such as malnutrition, poverty and mismanagement as major causes for high infant/child/ maternal mortality rates in the country;  (b) if so, the facts in this regard along with the reaction of the Government thereto;  (c) the extent to which the target set under the Millennium Development Goal (MDG) has been achieved so far in respect of bringing down infant/child /maternal mortality rates in the country; and  (d) the details of the corrective measures taken or proposed by the Government in order to meet the target under MDG to reduce infant/child/maternal mortality rates and provide better maternal care facilities, particularly in rural and tribal areas of the country?"
09/10/19 14:48,16735613,"(a) the number of projects sanctioned by the Union Government to Andhra Pradesh for women and child development scheme during the last three years;  (b) whether all the sanctioned projects have been implemented;  (c) if so, whether necessary material has been provided for these projects to all the States; and  (d) if not, the reasons therefor?"
